,Split,Epochs,Loss,Reconstruction_Loss,KL_Loss
232,train,233,245.35786421422625,156.06088828686805,89.2969760383934
233,train,234,245.58411495972035,156.1836095934737,89.40050483062771
234,train,235,245.22253875348918,156.00489640562506,89.2176432073644
235,train,236,245.64024949350687,156.2643890183102,89.37586072247713
236,train,237,245.94490433853994,156.71122224928527,89.23368202617657
237,train,238,245.21304462116285,155.9872829135111,89.22576236088898
238,train,239,244.71722867980125,155.72753153165698,88.98969666341162
239,train,240,244.6027002770091,155.55684937807095,89.04585216225172
240,train,241,246.17258112926388,156.72557820437578,89.44700274683922
241,train,242,245.57183677648482,156.30494364136533,89.26689173135055
242,train,243,245.5735962695304,156.35682971634782,89.21676645148345
243,train,244,245.4971999460955,156.32680831467047,89.17039110616477
244,train,245,245.17705373498282,155.95833756565418,89.21871507718795
245,train,246,245.16080376635804,155.87894813601477,89.28185607387684
246,train,247,245.95537876355777,156.7096818902198,89.24569646382307
247,train,248,245.9385026080861,156.6905094596009,89.24799206490862
248,train,249,246.59890405461798,157.24762441351493,89.35127955185034
249,train,250,244.3392581722565,155.39298969833172,88.94626953686279
250,train,251,244.57484240945718,155.30954508923801,89.26529551827666
251,train,252,244.05123175923126,154.9611763539142,89.09005555186718
252,train,253,245.95997260105992,156.59638895383011,89.36358392296154
253,train,254,244.34555283958986,155.3463129584697,88.99923997201958
254,train,255,245.61102702929037,156.3057683573606,89.30525887513922
255,train,256,245.967706933983,156.72508154645257,89.24262428114092
256,train,257,244.86288930318207,155.6750940920021,89.18779405060432
257,train,258,246.00578063331847,156.53686356208706,89.46891712704713
258,train,259,244.64366353279664,155.48041496233859,89.1632489058134
259,train,260,245.80301357064323,156.57155940000098,89.23145545382918
260,train,261,245.76854644307082,156.4335069863016,89.3350393039307
261,train,262,244.6277170136797,155.54849500410162,89.0792227310926
262,train,263,245.58161193685243,156.4688814664794,89.1127304495578
263,train,264,245.22957429780777,156.10720098209367,89.12237250736221
264,train,265,245.52493813954385,156.2287132510459,89.29622508264957
265,train,266,244.57704878735035,155.4452646473827,89.13178437908756
266,train,267,244.89019844688954,155.90542159991315,88.98477731330999
267,train,268,245.48120977710252,156.20966189955178,89.2715477572965
268,train,269,244.6031947729881,155.40428325896295,89.19891174578844
269,train,270,244.99197570183247,155.87264786637556,89.11932698858048
270,train,271,244.6299759137498,155.5668378534949,89.06313936595244
271,train,272,245.71733156664322,156.43829016279312,89.2790416711871
272,train,273,244.81180634186904,155.61052409060855,89.20128185508632
273,train,274,244.67171392887937,155.6000685964683,89.07164451868611
274,train,275,244.28680779696657,155.1567773009084,89.13003022849078
275,train,276,244.7004559059567,155.64747844642665,89.05297671252222
276,train,277,245.15068324361366,156.07652459612018,89.07415816426796
277,train,278,244.65042702079063,155.3387373814648,89.3116903471866
278,train,279,244.97121074450817,155.72210248312948,89.24910820974561
279,train,280,244.37265176692418,155.30780695620598,89.06484481256491
280,train,281,245.52606451433962,156.203899256798,89.32216540281489
281,train,282,244.7899768604034,155.54604193318156,89.2439349199857
282,train,283,245.5433396216817,155.99719645066187,89.54614218315469
283,train,284,244.5337030963574,155.46903085842325,89.0646727666027
284,train,285,244.73935922788303,155.48739261024062,89.25196743503783
285,train,286,244.594170590252,155.5351916188631,89.0589799299533
286,train,287,244.60767046878814,155.62894116917914,88.97872895720656
287,train,288,244.15888454204907,155.17096160994492,88.9879234465277
288,train,289,245.0273165647435,155.9454736072327,89.0818418287622
289,train,290,244.07445080311317,155.09424524706367,88.98020570734245
290,train,291,244.28130021109973,155.20446631818828,89.07683527819975
291,train,292,244.3795935404626,155.29801108969838,89.08158140835067
292,train,293,244.96985233089808,155.65488366277935,89.31496988379338
293,train,294,244.9806060676027,155.91455742084327,89.06604872854027
294,train,295,244.83819075661552,155.81301737318515,89.02517320827282
295,train,296,245.3984856072145,156.25016614801223,89.14831888108066
296,train,297,245.25361145615037,156.05064599349143,89.20296553856289
297,train,298,245.01110408473596,155.8739377721841,89.13716656695102
298,train,299,243.28368270479353,154.35432936593963,88.92935302279733
299,train,300,244.31150458296648,155.08661706584576,89.22488697885062
300,test,1,936.3725818499083,831.4753241984483,104.89725794568656
301,test,2,620.5782422983253,515.0456855400588,105.5325554832848
302,test,3,467.5358101195109,364.73186348201057,102.8039470298024
303,test,4,399.31144313816566,300.89469631110495,98.41674800396696
304,test,5,367.39564764367674,269.25625054922295,98.13939748675588
305,test,6,350.3570874865048,253.56722547484245,96.78986181551132
306,test,7,337.80341663737477,240.79695601038188,97.00645984238871
307,test,8,328.0387241394461,232.32151098288935,95.71721256810365
308,test,9,320.9648471826433,225.86253342413818,95.10231346427854
309,test,10,315.2618173159005,219.68883245405357,95.57298505799794
310,test,11,307.57081288131764,212.29292589099651,95.27788502881067
311,test,12,303.8969999089859,208.9409381355294,94.9560607927013
312,test,13,299.9287004679379,205.93963196571593,93.98906673686258
313,test,14,296.7911530778453,202.11299653675712,94.67815693339024
314,test,15,294.1239982566095,200.0217480510432,94.10224922481106
315,test,16,292.9059944151874,199.9432707637651,92.9627239456489
316,test,17,289.35804921508196,195.78768571581008,93.57036457810264
317,test,18,287.38665588358987,195.6718702923749,91.71478578736598
318,test,19,285.7537249083582,193.45390764267242,92.29981481379774
319,test,20,284.3853424561877,192.21958030737653,92.16575910846996
320,test,21,282.1971027705943,189.27173353586582,92.92537129431444
321,test,22,280.80190019364034,187.961096186196,92.84080420359537
322,test,23,279.8031228031083,187.49126284397047,92.31185888030706
323,test,24,279.7573852830224,186.94253225507796,92.81485440100178
324,test,25,277.184149151686,184.1693570090261,93.01479233881092
325,test,26,276.1505645619398,183.30735025044567,92.8432133307389
326,test,27,275.5010115509428,183.5490222654975,91.95198918736976
327,test,28,274.45713354277035,181.77951465169852,92.67761741993898
328,test,29,274.64288524849985,182.71913935982576,91.92374804633559
329,test,30,273.38958010337944,181.44334510501142,91.94623480221698
330,test,31,272.831771840242,180.60785345633835,92.22391985503653
331,test,32,272.1091025461975,181.18451713104773,90.92458708243366
332,test,33,272.9918509048055,181.1140251528409,91.8778255558136
333,test,34,270.10251873634786,178.17683291383162,91.9256872936491
334,test,35,270.16016556717466,180.60221391762283,89.55795047264556
335,test,36,270.04827002623716,177.9662037632755,92.08206704756584
336,test,37,271.2112046577243,178.46171288508373,92.74949147841397
337,test,38,268.429713195787,176.44523207807126,91.98448111771573
338,test,39,268.9957297917347,177.25448401290518,91.7412448961498
339,test,40,267.54314106869367,176.1296685910392,91.41347159497477
340,test,41,268.2222008853474,176.88405825529136,91.3381422377539
341,test,42,266.48482183208216,174.65753773161515,91.82728272740968
342,test,43,265.7332128050541,174.27909488846066,91.45411664161163
343,test,44,266.3031008341912,175.43396888887494,90.86913017995681
344,test,45,265.78172645089006,176.21892437827964,89.5628015822328
345,test,46,264.8540028151598,173.8786491940546,90.97535244419895
346,test,47,264.2857387205303,172.93763671727888,91.34810278785558
347,test,48,264.28220133257173,172.1526084558362,92.12959277866003
348,test,49,264.23087213462554,173.78629578950012,90.44457683550303
349,test,50,263.56098904849483,172.1925650123026,91.36842374196566
350,test,51,263.2208278280273,172.47231720291748,90.74851268469583
351,test,52,263.2914096434131,172.78876101584274,90.50265058908082
352,test,53,262.7527178688895,171.74056670390922,91.0121507726782
353,test,54,263.1768095718572,171.81897886904014,91.35782893745763
354,test,55,261.832406585026,171.43758140268397,90.39482420158679
355,test,56,262.3480384503126,171.0632649890783,91.2847748342916
356,test,57,261.7139166420824,171.0284605359788,90.68545590995255
357,test,58,261.14186800917673,170.60199422845164,90.53987642876422
358,test,59,261.00183832760047,170.32212964328755,90.67970662472696
359,test,60,261.367251837543,170.5412433073263,90.8260111782558
360,test,61,260.74679567651714,169.84091679429562,90.90587809761732
361,test,62,261.00642080833063,169.63066503835145,91.37575655458335
362,test,63,260.1888193119335,169.58219317268825,90.60662770845364
363,test,64,261.07490616133975,170.2535424878857,90.82136377152953
364,test,65,259.5658673250019,168.12675790567175,91.43910834049939
365,test,66,259.4542893526074,169.26192029519947,90.19236866510583
366,test,67,259.3657191132717,169.18271273757816,90.18300706222225
367,test,68,259.6637588581812,169.73503936359185,89.92872027919356
368,test,69,258.7040786863843,168.2939494071531,90.41012849462703
369,test,70,259.47308238814685,168.71216030561902,90.76092149407467
370,test,71,258.25083168043386,167.25006767211076,91.00076224296367
371,test,72,258.4269935615381,167.6919549825504,90.73504112895127
372,test,73,258.66268512735695,168.63977390061262,90.02291220749956
373,test,74,258.4152915824525,168.74921363045772,89.66607873659896
374,test,75,257.851541119536,167.26089599443873,90.59064502702176
375,test,76,258.424809615795,167.6393584526978,90.78544998619097
376,test,77,257.6043005724472,167.12201301187577,90.48228883555323
377,test,78,257.55382110083104,166.6007023776645,90.95311754626026
378,test,79,257.47792025753847,166.82498599481534,90.6529349492518
379,test,80,257.185625188305,167.36137848678098,89.8242470938261
380,test,81,256.9224485456577,167.13846282702303,89.78398562055914
381,test,82,257.4856658700319,167.63152594529112,89.85413982666525
382,test,83,256.9610697058048,166.45115152432902,90.50991867185343
383,test,84,256.60126454656154,166.65466098037862,89.94660395848503
384,test,85,256.32484711987496,166.0823826545984,90.24246534795627
385,test,86,256.48845709941247,166.4873519844209,90.00110384000979
386,test,87,256.212584972633,166.06177502573502,90.15081122187979
387,test,88,255.78772023839414,165.7205912698662,90.0671282819993
388,test,89,256.1435158741118,165.37042418840542,90.773092176084
389,test,90,256.26310681287504,166.30893946621808,89.95416597359964
390,test,91,255.46518770085868,166.14008048469708,89.32510692193502
391,test,92,255.93022907303722,166.37384918181476,89.55638077390218
392,test,93,255.5227390061262,165.95479189158652,89.56794799721936
393,test,94,255.8720642072987,166.06236838264832,89.8096937650644
394,test,95,255.7421680810465,165.3497241723995,90.39244518362877
395,test,96,255.24068321763036,165.20630990452938,90.03437164581712
396,test,97,254.73075130558135,165.72003871237038,89.01071200475783
397,test,98,254.7524132463155,165.35020140789373,89.40221174034623
398,test,99,255.59362034415878,166.39424535985086,89.19937488623239
399,test,100,255.1598778135906,165.5745130746441,89.58536571970173
400,test,101,253.51250404071155,164.27406027957016,89.23844238808405
401,test,102,252.97336641486103,163.13037198868915,89.84299511270055
402,test,103,253.21152850310077,163.29400629095633,89.91752181984232
403,test,104,253.25628487565592,163.0605573200432,90.19572843829245
404,test,105,253.42068691311607,163.92772500878758,89.49296278700821
405,test,106,253.06263789418514,163.95095184256445,89.11168585546963
406,test,107,253.04907738394135,163.17200661735168,89.87707066851415
407,test,108,253.09404677653217,163.33783437868763,89.75621249592005
408,test,109,252.9670305399332,163.45820138906325,89.50882856241684
409,test,110,253.16987072861482,164.13249601028772,89.03737412987397
410,test,111,253.06777724773406,163.53824749240502,89.52953161876397
411,test,112,253.41858495851014,164.2704948420121,89.14809001842251
412,test,113,252.77339003144692,163.0358564111577,89.73753362028924
413,test,114,252.76387219425544,163.22118266526903,89.54268923475985
414,test,115,252.78483681802206,163.7506161104346,89.03421923645459
415,test,116,252.96000421332445,163.43420348552561,89.52580082587436
416,test,117,252.50022243528585,163.04057129384367,89.45965123951768
417,test,118,252.64101632133622,163.7513218618971,88.88969514596776
418,test,119,252.69074021912425,163.20038555449545,89.49035466462878
419,test,120,252.66848550992995,163.0397627592332,89.62872157379046
420,test,121,252.58496851383413,163.53156325322,89.05340486831203
421,test,122,252.5051379804916,162.89826017945467,89.60687760488588
422,test,123,252.1259713399784,162.70354574399306,89.42242579213638
423,test,124,252.6066155470888,163.25726739624395,89.34934815084486
424,test,125,252.3100549772151,162.9355431971679,89.37451168197168
425,test,126,252.18088441368099,162.8789954987258,89.30188842457757
426,test,127,252.6939327735444,163.45877728853347,89.23515489655779
427,test,128,252.49375965063146,163.3474219475759,89.14633838958422
428,test,129,252.41021872410806,162.84411621400236,89.56610231395466
429,test,130,252.05803364068893,162.19269741425845,89.86533446107107
430,test,131,251.91293816220593,162.99240306999926,88.92053489605564
431,test,132,251.9347748735218,162.78852759609833,89.14624766972558
432,test,133,251.91342559755455,162.57212532796456,89.34130036766553
433,test,134,251.7267121632479,162.71266147154083,89.01405059363152
434,test,135,252.42046840085115,163.2360434607949,89.18442552850938
435,test,136,252.03009623954907,162.76745842382434,89.26263761957368
436,test,137,251.82316924382988,162.64285857195762,89.18031106417435
437,test,138,251.68891758360743,162.43954801306836,89.24937015899219
438,test,139,251.9899935505536,163.10754530304553,88.88244795328153
439,test,140,251.78347415670743,162.47478184080694,89.30869280627809
440,test,141,251.5758824050943,162.00424745474402,89.5716342638216
441,test,142,251.66168436472168,162.56136899307037,89.10031468512265
442,test,143,251.73016089093375,163.09098858557834,88.63917161882674
443,test,144,251.61353575598181,161.9937865233247,89.6197483499774
444,test,145,251.6964027075121,162.09447575886915,89.6019280274737
445,test,146,251.6875184381983,162.66759655339075,89.01992178673203
446,test,147,251.49223104553215,162.49101951859825,89.00121093848075
447,test,148,251.87600252799467,162.42445320934496,89.45154843597003
448,test,149,251.82551069886264,162.442197817545,89.38331337169525
449,test,150,251.27995285313466,162.40161965841472,88.87833427355068
450,test,151,251.4202979455924,162.1333946763037,89.28690454427051
451,test,152,251.54464201649552,162.85058537356574,88.69405791791158
452,test,153,251.3357380143865,162.0697668077908,89.26597042199151
453,test,154,251.53244730598308,162.1621284506892,89.37031963989807
454,test,155,251.35005507921363,162.27893129848854,89.07112436917824
455,test,156,251.22796988375305,161.75498812109268,89.47298195881142
456,test,157,251.15019756333325,161.94625304426424,89.20394491137111
457,test,158,251.19161367973084,162.22791260764768,88.9637012682342
458,test,159,251.5638493230435,162.4385458773758,89.12530295529011
459,test,160,251.16662168269352,162.17323010949937,88.99339157319416
460,test,161,251.28853544214016,161.84917691098195,89.43935921768686
461,test,162,250.96278681205905,161.748099492518,89.21468702531448
462,test,163,250.98716858319315,162.25945624576315,88.72771233743002
463,test,164,251.26903920510182,162.18396398509879,89.08507492577644
