,Split,Epochs,Loss,Reconstruction_Loss,KL_Loss
0,train,1,910.182199665823,877.6089916706326,32.57320647175275
1,train,2,653.045726010829,614.2309200182325,38.81481096927231
2,train,3,619.3284273381871,585.5810303429536,33.747400719881895
3,train,4,585.2790543968683,552.9824889184762,32.296562814811665
4,train,5,576.1563334830075,545.4479179962838,30.708418345499197
5,train,6,544.5317291751896,512.2851813398141,32.24655051263346
6,train,7,517.5023908438827,484.7763737369411,32.7260187824371
7,train,8,503.89571092388053,471.2149902148177,32.6807206014601
8,train,9,487.7183329664464,454.1440834137529,33.57424889904646
9,train,10,478.1434990300655,444.2771161632427,33.86638498034061
10,train,11,469.650275973586,434.90437946535644,34.745894473675705
11,train,12,465.8741661404951,430.8005035835386,35.0736646332211
12,train,13,456.5018344936662,421.17275826121477,35.329075817231924
13,train,14,449.772609665684,413.29846634984267,36.47414524713256
14,train,15,441.431627441937,403.0783458726035,38.3532794563598
15,train,16,433.4386461012181,394.2457479118141,39.19289623872783
16,train,17,428.3394527232922,388.70476890724854,39.63468376869169
17,train,18,424.05492765606857,383.912375513148,40.14255210245386
18,train,19,416.5964201081766,375.5033860069131,41.093034607766356
19,train,20,411.30119732150285,369.29940190038576,42.001793964360175
20,train,21,409.91944298067983,366.95974245442306,42.95970128789166
21,train,22,406.1304175376361,362.7460380546295,43.38438010363358
22,train,23,401.5412425889487,357.8767581297683,43.664482974731776
23,train,24,400.2776100214093,355.99276019300174,44.28484846185881
24,train,25,394.26819210234254,349.7381520454776,44.53004061414739
25,train,26,393.0129224369811,348.13689748871764,44.87602426119126
26,train,27,390.39352967555357,345.37137036370234,45.02215861016558
27,train,28,386.07893598127896,340.85465016674345,45.22428381478979
28,train,29,385.3247611009389,339.4494207940527,45.87533988028649
29,train,30,382.57759869614847,336.46529805311866,46.11230121397988
30,train,31,379.5426155508055,333.0925720745013,46.45004725947719
31,train,32,377.64812937149,330.9022180296223,46.74591144319977
32,train,33,375.62836423198087,328.3775268572565,47.25083958252396
33,train,34,372.6258307795863,324.90012470732296,47.72570557280996
34,train,35,370.9566575514672,322.90754341466845,48.049112779441835
35,train,36,370.0309228413318,321.58339807187957,48.44752563597919
36,train,37,366.34557670542546,317.4235090923329,48.92206824415015
37,train,38,366.0387678101032,316.80137496538225,49.23739262426813
38,train,39,365.2875003479074,315.634748156983,49.652752311106084
39,train,40,363.6001946561081,313.39228870777146,50.20790591318323
40,train,41,360.47737276220613,310.10110890203515,50.37626456023675
41,train,42,358.9169983307289,308.1493533666612,50.76764507734504
42,train,43,358.7038958716161,307.90286885819097,50.80102546992996
43,train,44,356.83288933232126,305.58171625481214,51.25117321185396
44,train,45,357.9971009594635,306.29889337725103,51.69820673557192
45,train,46,356.331970029512,304.2884611520098,52.043510596244985
46,train,47,352.15231936965944,299.70458769733375,52.44773246447181
47,train,48,351.4099364040844,298.5853856309996,52.824550990085406
48,train,49,349.60197905128615,296.4417925398369,53.16018938323687
49,train,50,348.5418380104966,295.1222543160845,53.41958508766602
50,train,51,347.5795538615118,293.96588735682667,53.61366813392888
51,train,52,346.8153324448706,292.98988461025925,53.82545011947895
52,train,53,347.9099844244672,293.7469100065386,54.1630707554199
53,train,54,343.88380059005027,289.4013524745725,54.48244947626671
54,train,55,344.06852812633565,289.2002078620924,54.86832147521447
55,train,56,342.0367762214955,286.95113933328093,55.08563521869321
56,train,57,339.0282704840352,283.8254029694962,55.20286628950221
57,train,58,341.61885711426737,285.8969621108191,55.72189439911195
58,train,59,339.2228929301905,283.3799326659292,55.84296109536615
59,train,60,339.0706181585257,282.86363056165857,56.206987024214754
60,train,61,335.7465804791905,279.4488705421469,56.297707283249096
61,train,62,335.64090161044464,278.8543303496415,56.78656808153455
62,train,63,336.1399416644094,279.037528202715,57.10241511496268
63,train,64,335.0766925076154,277.8117113210897,57.26497755639441
64,train,65,333.11585197729374,275.61193948996475,57.503912306615995
65,train,66,333.1233928569367,275.51307014564486,57.61031963821022
66,train,67,330.7145473059852,273.06148915866515,57.65305765873083
67,train,68,329.737310685748,271.8994921312829,57.83781716516828
68,train,69,329.0567389224109,271.0924469669571,57.96429126441623
69,train,70,330.2030459800536,271.77584807843243,58.42719853525065
70,train,71,328.8697362850292,270.39394593325176,58.47579089094635
71,train,72,327.64523788413123,269.00932615732063,58.63590958566813
72,train,73,326.68701794461737,267.95197002018347,58.7350469304446
73,train,74,326.07433641355266,267.0191650963359,59.05517021327629
